date,iso_code,location,new_cases,new_cases_smoothed,reproduction_rate,icu_patients,hosp_patients,new_deaths
2020-11-27,SGP,Singapore,100,227.64,1.444,24.2,110.2,3
2020-11-28,SGP,Singapore,59,182.45,1.384,59.0,106.3,0
2020-11-29,SGP,Singapore,65,142.06,1.433,40.9,236.9,0
2020-11-30,SGP,Singapore,8,106.16,1.511,57.7,112.7,0
2020-12-01,SGP,Singapore,169,99.78,1.563,81.6,144.4,0
2020-12-02,SGP,Singapore,156,99.43,1.487,0.0,273.9,0
2020-12-03,SGP,Singapore,108,95.62,1.431,37.6,213.8,2
2020-12-04,SGP,Singapore,147,102.38,1.502,4.2,323.8,0
2020-12-05,SGP,Singapore,175,118.99,1.316,25.4,191.4,2
2020-12-06,SGP,Singapore,241,144.08,1.327,40.5,378.6,2
2020-12-07,SGP,Singapore,242,177.56,1.416,67.2,185.3,0
2020-12-08,SGP,Singapore,276,192.71,1.516,66.2,295.8,2
2020-12-09,SGP,Singapore,309,214.54,1.37,65.6,132.8,1
2020-12-10,SGP,Singapore,409,257.41,1.38,61.2,148.0,1
2020-12-11,SGP,Singapore,375,290.02,1.201,23.2,335.3,1
2020-12-12,SGP,Singapore,409,323.35,1.637,66.0,144.4,2
2020-12-13,SGP,Singapore,475,356.88,1.375,36.4,182.6,3
2020-12-14,SGP,Singapore,522,396.85,1.124,59.0,147.1,2
2020-12-15,SGP,Singapore,508,430.05,1.414,31.6,290.0,5
2020-12-16,SGP,Singapore,541,463.19,1.445,46.4,103.3,1
2020-12-17,SGP,Singapore,574,486.81,1.374,48.6,304.6,3
2020-12-18,SGP,Singapore,607,519.83,1.306,56.9,219.6,1
2020-12-19,SGP,Singapore,639,552.79,,33.2,214.9,3
2020-12-20,SGP,Singapore,676,581.45,1.474,63.2,195.4,4
2020-12-21,SGP,Singapore,707,607.87,1.448,23.7,300.1,5
2020-12-22,SGP,Singapore,801,649.72,1.319,84.0,182.5,7
2020-12-23,SGP,Singapore,769,682.36,1.334,35.0,143.1,2
2020-12-24,SGP,Singapore,802,714.92,1.359,10.8,241.6,5
2020-12-25,SGP,Singapore,894,755.98,1.352,48.6,193.2,5
2020-12-26,SGP,Singapore,954,800.86,1.456,41.8,356.9,2
2020-12-27,SGP,Singapore,944,839.12,1.353,31.6,272.9,2
2020-12-28,SGP,Singapore,930,870.95,1.297,76.9,227.7,4
2020-12-29,SGP,Singapore,961,893.89,1.434,65.1,314.7,1
2020-12-30,SGP,Singapore,993,925.83,1.629,59.2,83.9,3
2020-12-31,SGP,Singapore,1024,957.65,1.312,30.9,244.9,2
2021-01-01,SGP,Singapore,1056,980.76,1.319,39.4,208.2,4
2021-01-02,SGP,Singapore,1087,999.82,,37.8,183.7,5
2021-01-03,SGP,Singapore,1118,1024.71,1.464,13.5,177.5,4
2021-01-04,SGP,Singapore,1149,1056.02,1.444,55.4,289.1,4
2021-01-05,SGP,Singapore,1243,1096.28,,56.9,51.1,3
2021-01-06,SGP,Singapore,1210,1127.31,1.343,52.4,237.8,3
2021-01-07,SGP,Singapore,1249,1159.41,1.596,54.5,85.6,5
2021-01-08,SGP,Singapore,1271,1190.14,,27.3,180.4,6
2021-01-09,SGP,Singapore,1301,1220.7,1.558,32.1,196.0,9
2021-01-10,SGP,Singapore,1331,1251.11,1.454,43.7,329.3,7
2021-01-11,SGP,Singapore,1362,1281.49,1.373,77.7,157.3,9
2021-01-12,SGP,Singapore,1454,1311.56,1.421,73.3,204.3,9
2021-01-13,SGP,Singapore,1420,1341.46,1.561,60.3,101.7,6
2021-01-14,SGP,Singapore,1449,1369.96,1.431,90.3,240.5,6
2021-01-15,SGP,Singapore,1478,1399.52,1.207,60.2,93.5,6
2021-01-16,SGP,Singapore,1507,1428.88,1.518,62.7,57.7,7
2021-01-17,SGP,Singapore,1535,1458.07,1.527,79.6,79.3,1
2021-01-18,SGP,Singapore,1564,1486.92,1.5,63.9,177.3,5
2021-01-19,SGP,Singapore,1632,1512.36,,83.0,181.3,5
2021-01-20,SGP,Singapore,1620,1540.96,,50.6,290.8,7
2021-01-21,SGP,Singapore,1647,1569.35,1.476,37.2,321.8,10
2021-01-22,SGP,Singapore,1675,1597.54,1.374,48.1,319.8,6
2021-01-23,SGP,Singapore,1738,1630.64,1.409,54.8,292.1,7
2021-01-24,SGP,Singapore,1735,1659.24,1.426,31.9,366.0,10
2021-01-25,SGP,Singapore,1777,1689.8,1.286,35.8,236.4,8
2021-01-26,SGP,Singapore,1783,1711.41,1.415,41.5,237.6,7
2021-01-27,SGP,Singapore,1809,1738.51,1.268,28.0,346.2,7
2021-01-28,SGP,Singapore,1836,1765.39,1.355,38.2,110.9,12
2021-01-29,SGP,Singapore,1862,1792.04,1.307,64.7,275.2,8
2021-01-30,SGP,Singapore,1945,1821.6,1.451,65.9,196.2,4
2021-01-31,SGP,Singapore,1913,1846.94,1.429,21.9,306.7,6
2021-02-01,SGP,Singapore,2042,1884.78,1.418,56.2,294.5,7
2021-02-02,SGP,Singapore,1971,1911.7,1.388,48.6,186.9,10
2021-02-03,SGP,Singapore,1988,1937.14,1.402,71.0,103.6,11
2021-02-04,SGP,Singapore,2012,1962.32,1.558,44.6,308.0,10
2021-02-05,SGP,Singapore,2036,1987.25,1.488,25.2,162.1,9
2021-02-06,SGP,Singapore,2060,2003.66,1.258,40.3,209.7,12
2021-02-07,SGP,Singapore,2084,2028.16,1.3,26.1,110.5,13
2021-02-08,SGP,Singapore,2139,2041.94,1.331,4.9,171.2,16
2021-02-09,SGP,Singapore,2130,2064.58,,48.9,281.3,14
2021-02-10,SGP,Singapore,2158,2088.95,1.266,60.4,230.8,13
2021-02-11,SGP,Singapore,2175,2112.28,1.406,53.7,139.9,11
2021-02-12,SGP,Singapore,2280,2147.1,1.34,24.3,49.7,8
2021-02-13,SGP,Singapore,2219,2169.87,1.367,22.9,255.1,9
2021-02-14,SGP,Singapore,2348,2207.59,1.173,54.4,166.8,5
2021-02-15,SGP,Singapore,2262,2225.24,1.185,84.0,214.0,6
2021-02-16,SGP,Singapore,2283,2247.15,1.286,75.9,189.1,21
2021-02-17,SGP,Singapore,2304,2268.02,1.4,44.1,166.0,9
2021-02-18,SGP,Singapore,2335,2290.89,1.385,54.2,249.6,17
2021-02-19,SGP,Singapore,2345,2300.15,1.437,68.3,130.5,17
2021-02-20,SGP,Singapore,2394,2325.15,1.264,47.1,212.0,17
2021-02-21,SGP,Singapore,2384,2330.25,1.401,23.1,233.2,10
2021-02-22,SGP,Singapore,2403,2350.37,1.484,0.0,307.8,14
2021-02-23,SGP,Singapore,2422,2370.18,1.422,53.6,204.2,16
2021-02-24,SGP,Singapore,2504,2398.68,1.199,46.0,104.6,18
2021-02-25,SGP,Singapore,2478,2419.07,1.437,15.9,254.0,9
2021-02-26,SGP,Singapore,2477,2437.93,1.357,21.5,129.0,19
2021-02-27,SGP,Singapore,2494,2452.22,1.368,44.7,146.4,6
2021-02-28,SGP,Singapore,2512,2470.44,1.571,39.1,160.0,6
2021-03-01,SGP,Singapore,2665,2507.82,1.344,78.6,185.2,12
2021-03-02,SGP,Singapore,2554,2526.7,1.381,78.4,303.4,25
2021-03-03,SGP,Singapore,2561,2534.95,1.326,33.0,252.2,11
2021-03-04,SGP,Singapore,2577,2549.12,1.29,80.1,112.0,9
2021-03-05,SGP,Singapore,2593,2565.71,1.349,82.3,321.0,12
2021-03-06,SGP,Singapore,2623,2584.05,,55.9,284.9,14
2021-03-07,SGP,Singapore,2623,2599.96,1.324,31.4,233.3,17
2021-03-08,SGP,Singapore,2638,2596.06,1.277,52.4,14.6,12
2021-03-09,SGP,Singapore,2652,2609.99,1.097,7.5,132.5,12
2021-03-10,SGP,Singapore,2666,2624.87,1.254,38.2,200.7,16
2021-03-11,SGP,Singapore,2679,2639.42,1.397,55.3,332.4,11
2021-03-12,SGP,Singapore,2692,2653.61,1.352,57.7,306.0,8
2021-03-13,SGP,Singapore,2705,2665.37,1.274,41.1,122.8,14
2021-03-14,SGP,Singapore,2740,2682.05,1.306,51.4,65.6,18
2021-03-15,SGP,Singapore,2730,2695.19,,29.6,185.4,8
2021-03-16,SGP,Singapore,2741,2707.98,1.222,78.2,211.2,13
2021-03-17,SGP,Singapore,2842,2733.13,1.291,79.0,100.7,21
2021-03-18,SGP,Singapore,2764,2745.21,1.266,64.2,130.3,14
2021-03-19,SGP,Singapore,2774,2756.92,1.211,44.6,369.3,13
2021-03-20,SGP,Singapore,2784,2768.28,1.277,33.5,170.1,13
2021-03-21,SGP,Singapore,2794,2776.08,1.171,66.9,175.9,12
2021-03-22,SGP,Singapore,2813,2788.02,,53.7,426.1,15
2021-03-23,SGP,Singapore,2821,2799.49,1.367,30.0,172.9,17
2021-03-24,SGP,Singapore,2870,2803.54,1.058,71.2,119.1,16
2021-03-25,SGP,Singapore,2830,2813.07,1.357,41.0,143.3,19
2021-03-26,SGP,Singapore,2838,2822.22,1.234,32.7,223.3,16
2021-03-27,SGP,Singapore,2846,2831.01,1.215,68.9,162.0,10
2021-03-28,SGP,Singapore,2853,2839.43,1.342,34.2,189.6,10
2021-03-29,SGP,Singapore,2875,2848.2,1.251,52.5,196.6,10
2021-03-30,SGP,Singapore,2867,2854.67,1.224,75.7,451.8,10
2021-03-31,SGP,Singapore,2873,2855.09,1.128,73.7,257.0,13
2021-04-01,SGP,Singapore,2881,2862.37,1.35,56.8,123.9,8
2021-04-02,SGP,Singapore,2944,2877.52,1.36,26.5,186.1,10
2021-04-03,SGP,Singapore,2889,2883.68,1.27,40.1,264.2,24
2021-04-04,SGP,Singapore,2911,2891.96,1.135,98.3,286.6,14
2021-04-05,SGP,Singapore,2898,2895.32,1.28,69.0,71.6,13
2021-04-06,SGP,Singapore,2927,2903.95,1.311,45.4,86.6,12
2021-04-07,SGP,Singapore,2908,2909.02,1.242,24.8,237.6,15
2021-04-08,SGP,Singapore,2910,2913.12,1.331,12.0,149.0,13
2021-04-09,SGP,Singapore,3039,2926.63,,74.3,137.7,18
2021-04-10,SGP,Singapore,3060,2951.06,1.268,74.7,215.0,16
2021-04-11,SGP,Singapore,2916,2951.68,1.383,49.2,263.3,13
2021-04-12,SGP,Singapore,2917,2954.42,1.184,41.8,180.9,18
2021-04-13,SGP,Singapore,2931,2954.9,1.074,72.7,44.6,16
2021-04-14,SGP,Singapore,2949,2960.76,1.211,20.4,157.7,13
2021-04-15,SGP,Singapore,2986,2971.59,1.169,90.0,107.2,13
2021-04-16,SGP,Singapore,2920,2954.56,1.081,64.8,244.9,8
2021-04-17,SGP,Singapore,2919,2934.45,1.283,24.9,364.0,9
2021-04-18,SGP,Singapore,2919,2934.88,1.219,65.7,223.0,13
2021-04-19,SGP,Singapore,2918,2934.93,1.034,36.3,235.3,20
2021-04-20,SGP,Singapore,2916,2932.86,1.368,23.3,265.0,20
2021-04-21,SGP,Singapore,2914,2927.83,1.138,65.7,307.8,16
2021-04-22,SGP,Singapore,2947,2922.32,1.147,27.9,153.5,6
2021-04-23,SGP,Singapore,2909,2920.83,1.3,23.3,195.8,11
2021-04-24,SGP,Singapore,2911,2919.59,1.246,59.7,275.9,10
2021-04-25,SGP,Singapore,2924,2920.33,1.31,47.9,124.7,14
2021-04-26,SGP,Singapore,2981,2929.42,0.98,70.2,79.3,20
2021-04-27,SGP,Singapore,2927,2930.94,,44.0,162.8,16
2021-04-28,SGP,Singapore,2890,2927.53,1.206,42.2,300.5,13
2021-04-29,SGP,Singapore,2901,2920.93,1.321,9.3,211.2,15
2021-04-30,SGP,Singapore,2918,2922.21,,60.0,162.7,18
2021-05-01,SGP,Singapore,2880,2917.9,1.151,49.6,281.3,18
2021-05-02,SGP,Singapore,2908,2915.59,1.197,73.8,244.3,11
2021-05-03,SGP,Singapore,2862,2898.53,,65.2,137.8,20
2021-05-04,SGP,Singapore,2915,2896.88,1.066,56.6,184.8,14
2021-05-05,SGP,Singapore,2848,2890.81,1.256,35.4,118.1,12
2021-05-06,SGP,Singapore,2840,2882.14,1.113,41.7,211.5,18
2021-05-07,SGP,Singapore,2832,2869.86,1.207,61.0,250.9,21
2021-05-08,SGP,Singapore,2824,2861.8,1.147,49.0,3.4,21
2021-05-09,SGP,Singapore,2853,2853.99,1.191,78.4,118.4,12
2021-05-10,SGP,Singapore,2806,2846.04,1.182,76.3,334.3,16
2021-05-11,SGP,Singapore,2797,2829.15,1.286,45.0,173.2,17
2021-05-12,SGP,Singapore,2803,2822.77,1.132,51.9,332.7,14
2021-05-13,SGP,Singapore,2777,2813.79,,34.1,98.0,13
2021-05-14,SGP,Singapore,2766,2804.36,1.257,48.0,157.5,19
2021-05-15,SGP,Singapore,2755,2794.55,1.287,69.0,217.4,15
2021-05-16,SGP,Singapore,2752,2780.17,1.105,39.1,174.5,13
2021-05-17,SGP,Singapore,2732,2769.63,1.211,42.7,301.2,15
2021-05-18,SGP,Singapore,2720,2758.73,1.053,26.6,190.5,10
2021-05-19,SGP,Singapore,2708,2745.15,1.206,38.7,257.0,12
2021-05-20,SGP,Singapore,2718,2736.7,1.225,62.3,112.6,20
2021-05-21,SGP,Singapore,2730,2731.45,1.103,45.2,221.2,16
2021-05-22,SGP,Singapore,2669,2719.1,1.238,27.0,174.9,15
2021-05-23,SGP,Singapore,2692,2710.47,1.098,54.2,119.9,9
2021-05-24,SGP,Singapore,2646,2698.06,1.124,49.0,237.3,15
2021-05-25,SGP,Singapore,2627,2684.65,1.158,72.4,309.0,11
2021-05-26,SGP,Singapore,2651,2676.5,1.02,47.3,152.4,13
2021-05-27,SGP,Singapore,2597,2659.13,,30.1,233.8,16
2021-05-28,SGP,Singapore,2603,2641.1,1.138,69.3,182.8,12
2021-05-29,SGP,Singapore,2565,2626.3,1.032,30.6,208.6,18
2021-05-30,SGP,Singapore,2601,2613.32,0.982,24.0,267.2,22
2021-05-31,SGP,Singapore,2533,2597.2,1.178,29.2,315.3,8
2021-06-01,SGP,Singapore,2516,2581.37,1.249,37.8,299.4,17
2021-06-02,SGP,Singapore,2499,2559.6,1.18,12.2,140.0,15
2021-06-03,SGP,Singapore,2500,2545.72,0.973,15.5,92.5,13
2021-06-04,SGP,Singapore,2463,2525.73,1.107,65.6,39.1,9
2021-06-05,SGP,Singapore,2445,2508.56,,46.6,250.6,12
2021-06-06,SGP,Singapore,2428,2483.84,0.997,46.7,157.9,16
2021-06-07,SGP,Singapore,2408,2466.02,1.088,48.9,285.0,13
2021-06-08,SGP,Singapore,2389,2447.87,1.07,61.3,117.2,13
2021-06-09,SGP,Singapore,2369,2429.4,1.05,33.6,235.7,18
2021-06-10,SGP,Singapore,2423,2418.45,1.169,61.2,58.4,14
2021-06-11,SGP,Singapore,2339,2400.66,1.197,52.3,240.4,14
2021-06-12,SGP,Singapore,2329,2384.07,1.032,30.8,231.3,13
2021-06-13,SGP,Singapore,2292,2364.58,1.043,62.2,112.0,16
2021-06-14,SGP,Singapore,2438,2368.9,1.033,51.1,215.4,13
2021-06-15,SGP,Singapore,2291,2354.97,1.106,29.1,365.5,6
2021-06-16,SGP,Singapore,2225,2334.32,,30.6,255.0,11
2021-06-17,SGP,Singapore,2214,2304.49,0.978,59.6,436.4,14
2021-06-18,SGP,Singapore,2235,2289.71,1.033,70.3,212.3,12
2021-06-19,SGP,Singapore,2158,2265.34,0.893,55.7,246.3,9
2021-06-20,SGP,Singapore,2141,2243.8,0.882,67.8,161.9,13
2021-06-21,SGP,Singapore,2113,2197.31,0.918,74.7,219.7,8
2021-06-22,SGP,Singapore,2089,2168.48,1.008,45.5,121.9,10
2021-06-23,SGP,Singapore,2133,2155.31,1.091,53.3,272.4,10
2021-06-24,SGP,Singapore,2042,2130.74,0.948,63.4,135.6,7
2021-06-25,SGP,Singapore,2018,2099.69,1.011,27.1,333.3,10
2021-06-26,SGP,Singapore,1994,2076.16,,70.7,92.3,14
2021-06-27,SGP,Singapore,1969,2051.6,1.171,77.3,175.6,5
2021-06-28,SGP,Singapore,1944,2027.52,1.019,35.2,180.1,4
2021-06-29,SGP,Singapore,1919,2003.17,1.021,107.4,110.6,14
2021-06-30,SGP,Singapore,1894,1969.02,0.947,65.9,218.8,9
2021-07-01,SGP,Singapore,1868,1944.16,1.188,46.9,157.3,10
2021-07-02,SGP,Singapore,1842,1919.03,1.077,8.5,312.3,12
2021-07-03,SGP,Singapore,1821,1894.39,0.887,48.2,135.0,7
2021-07-04,SGP,Singapore,1838,1875.73,1.144,58.4,233.7,9
2021-07-05,SGP,Singapore,1763,1849.86,,56.2,193.1,7
2021-07-06,SGP,Singapore,1754,1826.28,1.011,23.8,182.9,8
2021-07-07,SGP,Singapore,1709,1799.93,1.051,36.8,207.3,9
2021-07-08,SGP,Singapore,1800,1790.14,1.095,63.6,256.7,5
2021-07-09,SGP,Singapore,1703,1770.27,0.903,61.9,49.0,7
2021-07-10,SGP,Singapore,1627,1742.5,0.936,68.8,203.8,7
2021-07-11,SGP,Singapore,1663,1717.47,0.968,52.4,133.9,8
2021-07-12,SGP,Singapore,1691,1707.2,0.844,49.4,140.0,11
2021-07-13,SGP,Singapore,1542,1676.96,1.038,60.2,219.5,5
2021-07-14,SGP,Singapore,1538,1652.51,0.934,51.9,288.0,6
2021-07-15,SGP,Singapore,1536,1614.81,0.92,19.4,324.1,10
2021-07-16,SGP,Singapore,1456,1579.51,0.891,80.4,153.5,5
2021-07-17,SGP,Singapore,1427,1550.96,0.948,68.4,0.0,8
2021-07-18,SGP,Singapore,1405,1514.13,0.964,58.5,205.6,8
2021-07-19,SGP,Singapore,1368,1467.96,1.044,22.6,54.5,7
2021-07-20,SGP,Singapore,1338,1438.83,1.044,66.8,235.3,6
2021-07-21,SGP,Singapore,1360,1413.35,0.825,41.2,128.1,6
2021-07-22,SGP,Singapore,1307,1380.64,0.981,66.6,227.4,1
2021-07-23,SGP,Singapore,1276,1354.94,1.054,60.9,131.7,9
2021-07-24,SGP,Singapore,1218,1325.08,0.906,43.2,106.9,6
2021-07-25,SGP,Singapore,1187,1293.9,0.908,71.0,108.8,9
2021-07-26,SGP,Singapore,1157,1263.7,0.882,26.2,231.8,10
2021-07-27,SGP,Singapore,1213,1245.79,0.972,51.1,94.3,2
2021-07-28,SGP,Singapore,1208,1224.05,0.943,83.2,243.7,8
2021-07-29,SGP,Singapore,1118,1197.04,1.009,59.7,342.2,4
2021-07-30,SGP,Singapore,1032,1162.21,0.897,68.3,333.7,9
2021-07-31,SGP,Singapore,1001,1131.23,1.03,51.6,72.3,6
2021-08-01,SGP,Singapore,1105,1119.53,0.961,49.6,92.2,4
2021-08-02,SGP,Singapore,960,1091.5,1.015,25.6,238.5,5
2021-08-03,SGP,Singapore,927,1050.72,0.835,46.9,114.5,5
2021-08-04,SGP,Singapore,874,1003.07,1.048,63.5,249.5,4
2021-08-05,SGP,Singapore,876,968.61,,28.1,63.2,5
2021-08-06,SGP,Singapore,810,936.82,0.833,30.7,194.3,4
2021-08-07,SGP,Singapore,778,904.92,0.841,58.4,275.5,6
2021-08-08,SGP,Singapore,745,853.45,0.827,66.5,75.8,6
2021-08-09,SGP,Singapore,733,820.96,1.063,90.3,190.6,4
2021-08-10,SGP,Singapore,757,796.59,,44.5,189.6,2
2021-08-11,SGP,Singapore,648,764.24,0.917,45.1,248.5,2
2021-08-12,SGP,Singapore,615,726.89,0.674,66.6,146.5,1
2021-08-13,SGP,Singapore,582,694.35,0.989,61.4,85.8,0
2021-08-14,SGP,Singapore,549,661.73,0.753,44.8,0.0,4
2021-08-15,SGP,Singapore,516,629.03,0.85,49.4,306.0,3
2021-08-16,SGP,Singapore,483,593.36,0.779,37.4,266.8,1
2021-08-17,SGP,Singapore,456,550.43,0.87,26.9,198.0,8
2021-08-18,SGP,Singapore,425,518.69,0.996,47.3,195.9,4
2021-08-19,SGP,Singapore,384,485.68,0.743,80.5,234.0,2
2021-08-20,SGP,Singapore,351,452.61,0.764,35.6,277.3,0
2021-08-21,SGP,Singapore,317,419.47,0.847,21.3,38.6,2
2021-08-22,SGP,Singapore,341,394.4,0.986,29.9,57.6,3
2021-08-23,SGP,Singapore,251,361.16,0.783,60.6,45.9,0
2021-08-24,SGP,Singapore,217,326.99,0.751,58.6,172.3,0
2021-08-25,SGP,Singapore,184,292.47,0.835,75.4,214.6,1
2021-08-26,SGP,Singapore,150,259.1,0.816,71.2,281.0,1
2021-08-27,SGP,Singapore,117,225.71,0.71,56.0,0.0,2
2021-08-28,SGP,Singapore,157,202.87,0.768,63.0,93.0,0
2021-08-29,SGP,Singapore,50,161.29,0.608,35.0,210.5,1
2021-08-30,SGP,Singapore,84,137.43,0.799,63.8,220.4,0
2021-08-31,SGP,Singapore,93,119.72,,47.8,184.0,0
2021-09-01,SGP,Singapore,50,100.59,1.052,67.0,110.0,0
2021-09-02,SGP,Singapore,83,91.02,0.864,58.4,144.0,0
2021-09-03,SGP,Singapore,117,91.02,0.837,40.5,189.0,1
2021-09-04,SGP,Singapore,150,90.0,0.868,28.0,62.7,0
2021-09-05,SGP,Singapore,302,125.98,0.77,40.0,131.7,1
2021-09-06,SGP,Singapore,217,145.07,0.808,53.7,89.5,0
2021-09-07,SGP,Singapore,251,167.55,0.876,33.7,240.2,1
2021-09-08,SGP,Singapore,284,201.0,0.732,46.9,126.9,1
2021-09-09,SGP,Singapore,317,234.42,0.901,71.8,95.4,2
2021-09-10,SGP,Singapore,351,267.82,1.047,73.5,158.6,0
2021-09-11,SGP,Singapore,446,310.06,0.692,59.6,260.2,3
2021-09-12,SGP,Singapore,508,339.49,0.896,77.3,198.2,3
2021-09-13,SGP,Singapore,450,372.77,0.765,24.7,288.2,1
2021-09-14,SGP,Singapore,563,417.35,0.919,76.0,275.9,1
2021-09-15,SGP,Singapore,600,462.52,0.887,22.8,140.0,5
2021-09-16,SGP,Singapore,549,495.65,1.045,50.2,210.8,5
2021-09-17,SGP,Singapore,582,528.72,1.03,33.7,287.8,3
2021-09-18,SGP,Singapore,641,556.58,0.719,64.8,161.4,7
2021-09-19,SGP,Singapore,648,576.57,0.943,18.7,219.2,1
2021-09-20,SGP,Singapore,755,620.14,0.945,14.7,127.9,4
2021-09-21,SGP,Singapore,737,645.1,0.993,36.9,182.0,5
2021-09-22,SGP,Singapore,745,665.83,0.924,35.5,179.4,3
2021-09-23,SGP,Singapore,792,700.54,0.94,38.6,250.2,3
2021-09-24,SGP,Singapore,813,733.58,0.781,36.5,169.3,7
2021-09-25,SGP,Singapore,842,762.29,0.93,63.7,217.2,4
2021-09-26,SGP,Singapore,874,794.64,0.869,48.3,230.5,5
2021-09-27,SGP,Singapore,906,816.18,0.963,81.0,136.9,3
2021-09-28,SGP,Singapore,957,847.52,,54.6,167.8,3
2021-09-29,SGP,Singapore,998,883.59,,67.6,237.0,1
2021-09-30,SGP,Singapore,1061,922.03,0.966,61.6,347.1,5
2021-10-01,SGP,Singapore,1032,953.31,0.971,32.0,99.4,6
2021-10-02,SGP,Singapore,1064,984.98,0.837,39.6,242.0,4
2021-10-03,SGP,Singapore,1095,1016.52,1.157,69.9,297.1,6
2021-10-04,SGP,Singapore,1126,1047.92,0.943,14.5,207.6,4
2021-10-05,SGP,Singapore,1157,1076.48,0.985,59.7,127.7,10
2021-10-06,SGP,Singapore,1187,1103.57,0.931,46.4,195.8,7
2021-10-07,SGP,Singapore,1253,1130.92,0.817,35.1,122.6,4
2021-10-08,SGP,Singapore,1248,1161.76,1.01,44.7,159.8,5
2021-10-09,SGP,Singapore,1303,1196.03,,82.4,230.8,8
2021-10-10,SGP,Singapore,1357,1233.48,1.027,15.5,195.2,3
2021-10-11,SGP,Singapore,1338,1263.85,0.875,25.6,215.7,4
2021-10-12,SGP,Singapore,1368,1294.06,0.912,11.2,106.5,6
2021-10-13,SGP,Singapore,1398,1324.09,0.975,41.2,151.1,9
2021-10-14,SGP,Singapore,1478,1356.26,0.956,37.5,249.0,8
2021-10-15,SGP,Singapore,1488,1390.44,0.926,53.2,66.0,10
2021-10-16,SGP,Singapore,1485,1416.37,0.985,40.4,93.9,6
2021-10-17,SGP,Singapore,1573,1447.18,,59.0,175.6,4
2021-10-18,SGP,Singapore,1542,1476.31,1.011,34.2,158.6,8
2021-10-19,SGP,Singapore,1571,1505.25,1.085,91.9,261.6,10
2021-10-20,SGP,Singapore,1599,1534.0,0.955,62.3,8.4,10
2021-10-21,SGP,Singapore,1627,1555.26,0.98,60.3,193.4,8
2021-10-22,SGP,Singapore,1687,1583.75,1.002,62.5,309.7,10
2021-10-23,SGP,Singapore,1739,1620.06,,29.1,226.2,8
2021-10-24,SGP,Singapore,1709,1639.58,1.01,45.1,77.3,10
2021-10-25,SGP,Singapore,1736,1667.29,1.145,45.9,394.2,15
2021-10-26,SGP,Singapore,1807,1701.02,1.166,40.6,156.3,13
2021-10-27,SGP,Singapore,1790,1728.29,1.132,43.1,5.3,11
2021-10-28,SGP,Singapore,1816,1755.34,1.028,66.6,265.0,8
2021-10-29,SGP,Singapore,1842,1777.51,0.929,48.8,135.3,5
2021-10-30,SGP,Singapore,1868,1795.93,1.249,56.0,349.7,7
2021-10-31,SGP,Singapore,1896,1822.63,0.956,16.2,257.7,9
2021-11-01,SGP,Singapore,1919,1848.74,1.163,15.0,370.5,10
2021-11-02,SGP,Singapore,1944,1868.38,1.05,31.1,115.7,10
2021-11-03,SGP,Singapore,1969,1894.01,0.914,82.8,302.2,7
2021-11-04,SGP,Singapore,1994,1919.38,0.872,90.2,134.9,12
2021-11-05,SGP,Singapore,2043,1948.1,1.162,69.7,227.5,8
2021-11-06,SGP,Singapore,2090,1979.76,0.969,42.1,213.8,10
2021-11-07,SGP,Singapore,2066,2004.02,0.904,58.5,311.0,9
2021-11-08,SGP,Singapore,2125,2033.44,1.006,75.2,264.8,13
2021-11-09,SGP,Singapore,2113,2057.51,1.036,87.1,162.8,16
2021-11-10,SGP,Singapore,2136,2081.32,1.076,27.0,287.1,12
2021-11-11,SGP,Singapore,2205,2111.46,1.074,54.1,192.6,8
2021-11-12,SGP,Singapore,2204,2134.46,0.972,43.5,255.5,12
2021-11-13,SGP,Singapore,2212,2151.91,1.049,61.7,223.7,13
2021-11-14,SGP,Singapore,2225,2174.61,1.224,51.0,182.9,9
2021-11-15,SGP,Singapore,2246,2191.95,0.95,30.0,94.1,12
2021-11-16,SGP,Singapore,2272,2214.7,1.105,57.9,216.3,12
2021-11-17,SGP,Singapore,2304,2238.75,,36.1,146.0,8
2021-11-18,SGP,Singapore,2420,2269.47,1.023,49.3,101.6,11
2021-11-19,SGP,Singapore,2330,2287.4,1.181,50.3,266.4,14
2021-11-20,SGP,Singapore,2350,2307.09,0.867,83.7,149.5,7
2021-11-21,SGP,Singapore,2383,2329.76,1.283,56.4,55.6,14
2021-11-22,SGP,Singapore,2461,2360.45,0.947,48.2,200.2,14
2021-11-23,SGP,Singapore,2426,2382.4,0.879,64.5,187.8,8
2021-11-24,SGP,Singapore,2427,2399.92,,32.3,195.1,14
2021-11-25,SGP,Singapore,2445,2403.56,1.043,52.0,195.0,16
2021-11-26,SGP,Singapore,2463,2422.67,,62.7,119.5,16
2021-11-27,SGP,Singapore,2520,2447.04,1.156,61.8,168.1,10
2021-11-28,SGP,Singapore,2499,2463.49,1.002,39.4,283.1,18
2021-11-29,SGP,Singapore,2616,2485.63,1.155,57.3,268.4,18
2021-11-30,SGP,Singapore,2537,2501.54,1.183,63.6,171.7,16
2021-12-01,SGP,Singapore,2574,2522.52,0.966,31.9,246.8,6
2021-12-02,SGP,Singapore,2565,2539.69,1.209,37.9,207.4,12
2021-12-03,SGP,Singapore,2581,2556.52,1.187,43.6,173.6,14
2021-12-04,SGP,Singapore,2635,2572.9,1.268,96.6,299.7,11
2021-12-05,SGP,Singapore,2672,2597.61,1.116,35.0,128.4,12
